Assembled_VSG_188	Cluster 0
Assembled_VSG_52553	Cluster 21952
Assembled_VSG_52556	Cluster 21953
Assembled_VSG_52293	Cluster 21954
Assembled_VSG_52290	Cluster 21955
Assembled_VSG_52296	Cluster 21955
Assembled_VSG_52302	Cluster 21955
Assembled_VSG_52291	Cluster 21956
Assembled_VSG_52568	Cluster 21957
Assembled_VSG_52299	Cluster 21958
Assembled_VSG_52297	Cluster 21959
Assembled_VSG_52300	Cluster 21960
Assembled_VSG_52308	Cluster 21961
Assembled_VSG_70356	Cluster 21961
Assembled_VSG_52301	Cluster 21961
Assembled_VSG_52305	Cluster 21962
Assembled_VSG_52304	Cluster 21962
Assembled_VSG_52303	Cluster 21963
Assembled_VSG_67720	Cluster 21964
Assembled_VSG_52582	Cluster 21964
Assembled_VSG_52158	Cluster 21965
Assembled_VSG_52161	Cluster 21965
Assembled_VSG_52159	Cluster 21966
Assembled_VSG_52163	Cluster 21966
Assembled_VSG_52424	Cluster 21967
Assembled_VSG_52425	Cluster 21967
Assembled_VSG_52350	Cluster 21968
Assembled_VSG_52353	Cluster 21968
Assembled_VSG_52318	Cluster 21969
Assembled_VSG_66159	Cluster 21970
Assembled_VSG_52352	Cluster 21970
Assembled_VSG_52427	Cluster 21971
Assembled_VSG_52355	Cluster 21972
Assembled_VSG_52356	Cluster 21973
Assembled_VSG_52432	Cluster 21974
Assembled_VSG_52433	Cluster 21975
Assembled_VSG_52320	Cluster 21976
Assembled_VSG_52321	Cluster 21977
Assembled_VSG_52323	Cluster 21978
Assembled_VSG_68112	Cluster 21978
Assembled_VSG_52359	Cluster 21979
Assembled_VSG_52324	Cluster 21980
Assembled_VSG_65122	Cluster 21980
Assembled_VSG_60776	Cluster 21980
Assembled_VSG_52173	Cluster 21981
Assembled_VSG_52175	Cluster 21982
Assembled_VSG_52176	Cluster 21983
Assembled_VSG_76209	Cluster 21984
Assembled_VSG_52326	Cluster 21984
Assembled_VSG_52178	Cluster 21985
Assembled_VSG_52246	Cluster 21985
Assembled_VSG_52181	Cluster 21986
Assembled_VSG_52245	Cluster 21986
Assembled_VSG_52182	Cluster 21987
Assembled_VSG_52184	Cluster 21988
Assembled_VSG_52364	Cluster 21989
Assembled_VSG_52329	Cluster 21990
Assembled_VSG_52197	Cluster 21991
Assembled_VSG_52494	Cluster 21992
Assembled_VSG_52206	Cluster 21993
Assembled_VSG_52207	Cluster 21994
Assembled_VSG_52209	Cluster 21994
Assembled_VSG_52208	Cluster 21995
Assembled_VSG_52368	Cluster 21996
Assembled_VSG_52212	Cluster 21997
Assembled_VSG_52213	Cluster 21997
Assembled_VSG_61872	Cluster 21997
Assembled_VSG_52505	Cluster 21998
Assembled_VSG_52507	Cluster 21999
Assembled_VSG_61755	Cluster 22000
Assembled_VSG_52216	Cluster 22000
Assembled_VSG_52226	Cluster 22000
Assembled_VSG_74456	Cluster 22001
Assembled_VSG_52218	Cluster 22001
Assembled_VSG_52219	Cluster 22001
Assembled_VSG_52220	Cluster 22001
Assembled_VSG_52222	Cluster 22001
Assembled_VSG_61957	Cluster 22001
Assembled_VSG_61996	Cluster 22001
Assembled_VSG_52376	Cluster 22002
Assembled_VSG_61650	Cluster 22003
Assembled_VSG_61663	Cluster 22003
Assembled_VSG_61709	Cluster 22003
Assembled_VSG_61779	Cluster 22003
Assembled_VSG_61793	Cluster 22003
Assembled_VSG_61809	Cluster 22003
Assembled_VSG_61844	Cluster 22003
Assembled_VSG_61845	Cluster 22003
Assembled_VSG_52227	Cluster 22003
Assembled_VSG_52228	Cluster 22003
Assembled_VSG_52229	Cluster 22003
Assembled_VSG_52378	Cluster 22004
Assembled_VSG_52234	Cluster 22005
Assembled_VSG_52235	Cluster 22005
Assembled_VSG_52379	Cluster 22006
Assembled_VSG_52237	Cluster 22007
Assembled_VSG_52238	Cluster 22007
Assembled_VSG_52239	Cluster 22008
Assembled_VSG_52241	Cluster 22008
Assembled_VSG_52240	Cluster 22009
Assembled_VSG_52383	Cluster 22010
Assembled_VSG_52284	Cluster 22011
Assembled_VSG_52285	Cluster 22012
Assembled_VSG_52388	Cluster 22013
Assembled_VSG_52428	Cluster 22014
Assembled_VSG_52445	Cluster 22015
Assembled_VSG_52453	Cluster 22016
Assembled_VSG_52536	Cluster 22017
Assembled_VSG_68508	Cluster 22017
Assembled_VSG_52286	Cluster 22018
Assembled_VSG_52177	Cluster 22019
Assembled_VSG_52179	Cluster 22020
Assembled_VSG_52243	Cluster 22021
Assembled_VSG_52244	Cluster 22022
Assembled_VSG_52399	Cluster 22023
Assembled_VSG_52398	Cluster 22023
Assembled_VSG_52417	Cluster 22023
Assembled_VSG_59596	Cluster 22023
Assembled_VSG_52406	Cluster 22023
Assembled_VSG_52394	Cluster 22023
Assembled_VSG_52438	Cluster 22023
Assembled_VSG_52451	Cluster 22023
Assembled_VSG_52484	Cluster 22023
Assembled_VSG_52489	Cluster 22023
Assembled_VSG_52395	Cluster 22024
Assembled_VSG_52436	Cluster 22024
Assembled_VSG_52625	Cluster 22025
Assembled_VSG_52410	Cluster 22026
Assembled_VSG_52411	Cluster 22026
Assembled_VSG_52457	Cluster 22026
Assembled_VSG_52402	Cluster 22027
Assembled_VSG_52412	Cluster 22027
Assembled_VSG_52396	Cluster 22027
Assembled_VSG_52397	Cluster 22027
Assembled_VSG_52491	Cluster 22027
Assembled_VSG_52493	Cluster 22027
Assembled_VSG_52496	Cluster 22027
Assembled_VSG_52510	Cluster 22027
Assembled_VSG_52514	Cluster 22027
Assembled_VSG_52522	Cluster 22027
Assembled_VSG_52523	Cluster 22027
Assembled_VSG_59819	Cluster 22028
Assembled_VSG_52409	Cluster 22028
Assembled_VSG_59843	Cluster 22028
Assembled_VSG_52401	Cluster 22029
Assembled_VSG_52405	Cluster 22029
Assembled_VSG_52420	Cluster 22029
Assembled_VSG_52435	Cluster 22029
Assembled_VSG_52441	Cluster 22029
Assembled_VSG_52488	Cluster 22029
Assembled_VSG_52504	Cluster 22029
Assembled_VSG_52512	Cluster 22029
Assembled_VSG_52513	Cluster 22029
Assembled_VSG_52516	Cluster 22029
Assembled_VSG_52521	Cluster 22029
Assembled_VSG_52525	Cluster 22029
Assembled_VSG_52526	Cluster 22029
Assembled_VSG_52415	Cluster 22030
Assembled_VSG_52416	Cluster 22031
Assembled_VSG_52407	Cluster 22031
Assembled_VSG_52393	Cluster 22031
Assembled_VSG_52464	Cluster 22031
Assembled_VSG_52481	Cluster 22031
Assembled_VSG_52492	Cluster 22031
Assembled_VSG_52524	Cluster 22031
Assembled_VSG_52531	Cluster 22031
Assembled_VSG_52419	Cluster 22032
Assembled_VSG_52620	Cluster 22033
Assembled_VSG_53310	Cluster 22033
Assembled_VSG_52646	Cluster 22034
Assembled_VSG_52538	Cluster 22035
Assembled_VSG_52540	Cluster 22035
Assembled_VSG_52541	Cluster 22036
Assembled_VSG_52542	Cluster 22037
Assembled_VSG_52550	Cluster 22037
Assembled_VSG_52749	Cluster 22038
Assembled_VSG_52645	Cluster 22039
Assembled_VSG_52647	Cluster 22040
Assembled_VSG_52648	Cluster 22041
Assembled_VSG_52649	Cluster 22041
Assembled_VSG_52544	Cluster 22042
Assembled_VSG_52545	Cluster 22043
Assembled_VSG_76083	Cluster 22044
Assembled_VSG_52555	Cluster 22044
Assembled_VSG_52557	Cluster 22045
Assembled_VSG_52559	Cluster 22045
Assembled_VSG_52563	Cluster 22045
Assembled_VSG_52562	Cluster 22045
Assembled_VSG_52571	Cluster 22045
Assembled_VSG_52558	Cluster 22046
Assembled_VSG_52552	Cluster 22046
Assembled_VSG_52572	Cluster 22046
Assembled_VSG_52581	Cluster 22046
Assembled_VSG_52652	Cluster 22047
Assembled_VSG_52771	Cluster 22048
Assembled_VSG_52554	Cluster 22049
Assembled_VSG_55021	Cluster 22049
Assembled_VSG_52565	Cluster 22050
Assembled_VSG_52564	Cluster 22050
Assembled_VSG_52580	Cluster 22050
Assembled_VSG_52566	Cluster 22051
Assembled_VSG_52561	Cluster 22052
Assembled_VSG_63478	Cluster 22053
Assembled_VSG_52569	Cluster 22053
Assembled_VSG_52576	Cluster 22054
Assembled_VSG_52575	Cluster 22055
Assembled_VSG_52578	Cluster 22056
Assembled_VSG_52780	Cluster 22057
Assembled_VSG_52671	Cluster 22058
Assembled_VSG_52673	Cluster 22059
Assembled_VSG_52426	Cluster 22060
Assembled_VSG_52430	Cluster 22060
Assembled_VSG_52429	Cluster 22061
Assembled_VSG_52626	Cluster 22062
Assembled_VSG_52584	Cluster 22063
Assembled_VSG_56810	Cluster 22063
Assembled_VSG_56811	Cluster 22063
Assembled_VSG_52682	Cluster 22064
Assembled_VSG_52440	Cluster 22065
Assembled_VSG_52486	Cluster 22065
Assembled_VSG_52495	Cluster 22065
Assembled_VSG_52515	Cluster 22065
Assembled_VSG_52628	Cluster 22066
Assembled_VSG_52586	Cluster 22067
Assembled_VSG_52442	Cluster 22068
Assembled_VSG_52631	Cluster 22069
Assembled_VSG_52443	Cluster 22070
Assembled_VSG_52444	Cluster 22071
Assembled_VSG_76250	Cluster 22072
Assembled_VSG_52634	Cluster 22072
Assembled_VSG_52446	Cluster 22073
Assembled_VSG_52447	Cluster 22073
Assembled_VSG_52448	Cluster 22073
Assembled_VSG_52589	Cluster 22074
Assembled_VSG_52591	Cluster 22074
Assembled_VSG_52590	Cluster 22075
Assembled_VSG_52592	Cluster 22076
Assembled_VSG_52594	Cluster 22077
Assembled_VSG_52599	Cluster 22077
Assembled_VSG_52595	Cluster 22078
Assembled_VSG_52601	Cluster 22078
Assembled_VSG_61558	Cluster 22078
Assembled_VSG_52596	Cluster 22079
Assembled_VSG_52597	Cluster 22079
Assembled_VSG_61557	Cluster 22079
Assembled_VSG_52604	Cluster 22079
Assembled_VSG_52600	Cluster 22080
Assembled_VSG_52454	Cluster 22081
Assembled_VSG_70945	Cluster 22082
Assembled_VSG_52602	Cluster 22082
Assembled_VSG_52603	Cluster 22083
Assembled_VSG_52605	Cluster 22084
Assembled_VSG_52607	Cluster 22085
Assembled_VSG_52459	Cluster 22086
Assembled_VSG_52461	Cluster 22087
Assembled_VSG_52462	Cluster 22087
Assembled_VSG_52637	Cluster 22088
Assembled_VSG_52608	Cluster 22089
Assembled_VSG_52463	Cluster 22090
Assembled_VSG_71038	Cluster 22091
Assembled_VSG_71046	Cluster 22091
Assembled_VSG_52699	Cluster 22091
Assembled_VSG_67333	Cluster 22091
Assembled_VSG_75344	Cluster 22092
Assembled_VSG_75602	Cluster 22092
Assembled_VSG_75350	Cluster 22092
Assembled_VSG_75360	Cluster 22092
Assembled_VSG_71092	Cluster 22092
Assembled_VSG_52700	Cluster 22092
Assembled_VSG_71094	Cluster 22092
Assembled_VSG_71095	Cluster 22092
Assembled_VSG_52465	Cluster 22093
Assembled_VSG_52468	Cluster 22094
Assembled_VSG_52469	Cluster 22095
Assembled_VSG_52470	Cluster 22096
Assembled_VSG_52471	Cluster 22097
Assembled_VSG_52472	Cluster 22098
Assembled_VSG_52474	Cluster 22099
Assembled_VSG_52476	Cluster 22099
Assembled_VSG_52477	Cluster 22099
Assembled_VSG_52475	Cluster 22100
Assembled_VSG_52482	Cluster 22101
Assembled_VSG_52483	Cluster 22102
Assembled_VSG_52487	Cluster 22103
Assembled_VSG_52490	Cluster 22104
Assembled_VSG_52534	Cluster 22104
Assembled_VSG_52610	Cluster 22105
Assembled_VSG_52611	Cluster 22106
Assembled_VSG_52497	Cluster 22107
Assembled_VSG_52500	Cluster 22108
Assembled_VSG_52501	Cluster 22109
Assembled_VSG_70261	Cluster 22110
Assembled_VSG_52503	Cluster 22110
Assembled_VSG_52508	Cluster 22111
Assembled_VSG_52509	Cluster 22111
Assembled_VSG_52511	Cluster 22112
Assembled_VSG_52529	Cluster 22112
Assembled_VSG_52519	Cluster 22113
Assembled_VSG_52520	Cluster 22113
Assembled_VSG_52528	Cluster 22113
Assembled_VSG_52530	Cluster 22113
Assembled_VSG_52617	Cluster 22114
Assembled_VSG_52618	Cluster 22114
Assembled_VSG_52732	Cluster 22115
Assembled_VSG_52535	Cluster 22116
Assembled_VSG_52739	Cluster 22117
Assembled_VSG_52643	Cluster 22118
Assembled_VSG_52619	Cluster 22119
Assembled_VSG_52548	Cluster 22120
Assembled_VSG_52549	Cluster 22121
Assembled_VSG_53923	Cluster 22122
Assembled_VSG_67381	Cluster 22122
Assembled_VSG_52764	Cluster 22122
Assembled_VSG_56045	Cluster 22122
Assembled_VSG_76898	Cluster 22122
Assembled_VSG_58768	Cluster 22123
Assembled_VSG_57825	Cluster 22123
Assembled_VSG_57283	Cluster 22123
Assembled_VSG_59230	Cluster 22123
Assembled_VSG_59053	Cluster 22123
Assembled_VSG_56633	Cluster 22123
Assembled_VSG_59990	Cluster 22123
Assembled_VSG_52765	Cluster 22123
Assembled_VSG_52650	Cluster 22124
Assembled_VSG_52651	Cluster 22124
Assembled_VSG_52674	Cluster 22125
Assembled_VSG_52632	Cluster 22126
Assembled_VSG_52458	Cluster 22127
Assembled_VSG_52460	Cluster 22128
Assembled_VSG_62038	Cluster 22129
Assembled_VSG_73846	Cluster 22129
Assembled_VSG_52547	Cluster 22129
Assembled_VSG_73877	Cluster 22129
Assembled_VSG_52551	Cluster 22130
Assembled_VSG_52872	Cluster 22131
Assembled_VSG_52874	Cluster 22131
Assembled_VSG_52661	Cluster 22132
Assembled_VSG_52723	Cluster 22133
Assembled_VSG_52662	Cluster 22133
Assembled_VSG_52716	Cluster 22133
Assembled_VSG_52725	Cluster 22133
Assembled_VSG_68397	Cluster 22134
Assembled_VSG_75885	Cluster 22134
Assembled_VSG_52844	Cluster 22134
Assembled_VSG_65693	Cluster 22134
Assembled_VSG_65694	Cluster 22134
Assembled_VSG_70232	Cluster 22134
Assembled_VSG_70233	Cluster 22134
Assembled_VSG_76907	Cluster 22134
Assembled_VSG_54038	Cluster 22134
Assembled_VSG_62354	Cluster 22134
Assembled_VSG_60577	Cluster 22134
Assembled_VSG_62908	Cluster 22134
Assembled_VSG_72468	Cluster 22134
Assembled_VSG_72469	Cluster 22134
Assembled_VSG_67431	Cluster 22134
Assembled_VSG_62534	Cluster 22134
Assembled_VSG_64749	Cluster 22134
Assembled_VSG_61317	Cluster 22135
Assembled_VSG_52653	Cluster 22135
Assembled_VSG_52664	Cluster 22135
Assembled_VSG_52876	Cluster 22136
Assembled_VSG_52663	Cluster 22137
Assembled_VSG_52824	Cluster 22138
Assembled_VSG_54570	Cluster 22138
Assembled_VSG_52823	Cluster 22139
Assembled_VSG_53049	Cluster 22140
Assembled_VSG_53125	Cluster 22140
Assembled_VSG_55178	Cluster 22140
Assembled_VSG_52742	Cluster 22141
Assembled_VSG_52741	Cluster 22141
Assembled_VSG_52740	Cluster 22141
Assembled_VSG_52743	Cluster 22142
Assembled_VSG_52806	Cluster 22143
Assembled_VSG_55439	Cluster 22143
Assembled_VSG_53050	Cluster 22144
Assembled_VSG_52748	Cluster 22145
Assembled_VSG_52745	Cluster 22145
Assembled_VSG_53053	Cluster 22146
Assembled_VSG_52810	Cluster 22147
Assembled_VSG_52809	Cluster 22147
Assembled_VSG_52811	Cluster 22147
Assembled_VSG_52813	Cluster 22147
Assembled_VSG_52814	Cluster 22147
Assembled_VSG_52808	Cluster 22147
Assembled_VSG_52812	Cluster 22147
Assembled_VSG_60138	Cluster 22147
Assembled_VSG_52744	Cluster 22148
Assembled_VSG_52848	Cluster 22149
Assembled_VSG_52746	Cluster 22150
Assembled_VSG_52678	Cluster 22150
Assembled_VSG_52762	Cluster 22150
Assembled_VSG_52747	Cluster 22151
Assembled_VSG_52815	Cluster 22152
Assembled_VSG_57465	Cluster 22152
Assembled_VSG_52849	Cluster 22153
Assembled_VSG_52751	Cluster 22154
Assembled_VSG_52755	Cluster 22154
Assembled_VSG_52750	Cluster 22155
Assembled_VSG_52752	Cluster 22156
Assembled_VSG_69333	Cluster 22156
Assembled_VSG_52757	Cluster 22157
Assembled_VSG_52756	Cluster 22157
Assembled_VSG_52760	Cluster 22158
Assembled_VSG_52758	Cluster 22158
Assembled_VSG_52759	Cluster 22158
Assembled_VSG_52766	Cluster 22158
Assembled_VSG_52767	Cluster 22158
Assembled_VSG_53076	Cluster 22159
Assembled_VSG_52772	Cluster 22160
Assembled_VSG_52775	Cluster 22160
Assembled_VSG_52685	Cluster 22161
Assembled_VSG_52773	Cluster 22162
Assembled_VSG_52855	Cluster 22163
Assembled_VSG_52774	Cluster 22164
Assembled_VSG_52818	Cluster 22165
Assembled_VSG_52778	Cluster 22166
Assembled_VSG_52777	Cluster 22167
Assembled_VSG_52821	Cluster 22168
Assembled_VSG_52820	Cluster 22169
Assembled_VSG_52667	Cluster 22170
Assembled_VSG_68977	Cluster 22170
Assembled_VSG_52668	Cluster 22171
Assembled_VSG_52826	Cluster 22172
Assembled_VSG_52783	Cluster 22173
Assembled_VSG_52675	Cluster 22174
Assembled_VSG_52676	Cluster 22175
Assembled_VSG_52677	Cluster 22175
Assembled_VSG_52828	Cluster 22176
Assembled_VSG_52784	Cluster 22177
Assembled_VSG_57746	Cluster 22178
Assembled_VSG_52681	Cluster 22178
Assembled_VSG_52683	Cluster 22179
Assembled_VSG_52708	Cluster 22179
Assembled_VSG_52900	Cluster 22180
Assembled_VSG_52904	Cluster 22181
Assembled_VSG_52785	Cluster 22182
Assembled_VSG_57262	Cluster 22182
Assembled_VSG_52786	Cluster 22182
Assembled_VSG_52787	Cluster 22182
Assembled_VSG_57268	Cluster 22182
Assembled_VSG_52789	Cluster 22182
Assembled_VSG_52832	Cluster 22183
Assembled_VSG_52833	Cluster 22183
Assembled_VSG_52834	Cluster 22183
Assembled_VSG_52912	Cluster 22184
Assembled_VSG_52913	Cluster 22184
Assembled_VSG_52835	Cluster 22185
Assembled_VSG_52684	Cluster 22186
Assembled_VSG_57263	Cluster 22187
Assembled_VSG_54266	Cluster 22187
Assembled_VSG_52788	Cluster 22187
Assembled_VSG_52920	Cluster 22188
Assembled_VSG_52689	Cluster 22189
Assembled_VSG_74957	Cluster 22190
Assembled_VSG_52836	Cluster 22190
Assembled_VSG_52837	Cluster 22190
Assembled_VSG_52793	Cluster 22191
Assembled_VSG_65273	Cluster 22192
Assembled_VSG_52690	Cluster 22192
Assembled_VSG_52691	Cluster 22193
Assembled_VSG_52923	Cluster 22194
Assembled_VSG_52927	Cluster 22195
Assembled_VSG_52838	Cluster 22196
Assembled_VSG_52693	Cluster 22197
Assembled_VSG_52694	Cluster 22197
Assembled_VSG_52928	Cluster 22198
Assembled_VSG_52930	Cluster 22199
Assembled_VSG_52839	Cluster 22200
Assembled_VSG_52797	Cluster 22201
Assembled_VSG_60280	Cluster 22201
Assembled_VSG_60281	Cluster 22201
Assembled_VSG_52840	Cluster 22202
Assembled_VSG_52709	Cluster 22203
Assembled_VSG_52711	Cluster 22204
Assembled_VSG_52712	Cluster 22204
Assembled_VSG_52800	Cluster 22205
Assembled_VSG_77764	Cluster 22205
Assembled_VSG_52801	Cluster 22206
Assembled_VSG_52804	Cluster 22206
Assembled_VSG_54294	Cluster 22206
Assembled_VSG_52802	Cluster 22207
Assembled_VSG_52803	Cluster 22207
Assembled_VSG_52717	Cluster 22208
Assembled_VSG_52722	Cluster 22209
Assembled_VSG_52724	Cluster 22210
Assembled_VSG_52729	Cluster 22210
Assembled_VSG_53013	Cluster 22211
Assembled_VSG_53014	Cluster 22211
Assembled_VSG_52727	Cluster 22212
Assembled_VSG_52731	Cluster 22212
Assembled_VSG_63658	Cluster 22213
Assembled_VSG_54387	Cluster 22213
Assembled_VSG_52845	Cluster 22213
Assembled_VSG_52846	Cluster 22214
Assembled_VSG_52847	Cluster 22215
Assembled_VSG_52761	Cluster 22216
Assembled_VSG_52763	Cluster 22217
Assembled_VSG_53070	Cluster 22218
Assembled_VSG_52817	Cluster 22219
Assembled_VSG_52853	Cluster 22220
Assembled_VSG_52769	Cluster 22221
Assembled_VSG_52770	Cluster 22222
Assembled_VSG_52851	Cluster 22223
Assembled_VSG_54247	Cluster 22224
Assembled_VSG_52816	Cluster 22224
Assembled_VSG_52857	Cluster 22225
Assembled_VSG_74989	Cluster 22225
Assembled_VSG_75002	Cluster 22225
Assembled_VSG_52973	Cluster 22225
Assembled_VSG_54873	Cluster 22225
Assembled_VSG_53004	Cluster 22225
Assembled_VSG_52866	Cluster 22226
Assembled_VSG_52948	Cluster 22226
Assembled_VSG_52957	Cluster 22226
Assembled_VSG_52976	Cluster 22226
Assembled_VSG_52988	Cluster 22226
Assembled_VSG_52997	Cluster 22226
Assembled_VSG_53003	Cluster 22226
Assembled_VSG_53017	Cluster 22226
Assembled_VSG_53032	Cluster 22226
Assembled_VSG_53172	Cluster 22227
Assembled_VSG_52887	Cluster 22228
Assembled_VSG_53294	Cluster 22229
Assembled_VSG_53292	Cluster 22229
Assembled_VSG_53295	Cluster 22229
Assembled_VSG_53291	Cluster 22229
Assembled_VSG_53296	Cluster 22229
Assembled_VSG_53126	Cluster 22230
Assembled_VSG_53124	Cluster 22231
Assembled_VSG_53297	Cluster 22232
Assembled_VSG_53293	Cluster 22232
Assembled_VSG_53290	Cluster 22232
Assembled_VSG_53145	Cluster 22233
Assembled_VSG_53147	Cluster 22233
Assembled_VSG_53054	Cluster 22234
Assembled_VSG_53305	Cluster 22235
Assembled_VSG_53055	Cluster 22236
Assembled_VSG_53061	Cluster 22236
Assembled_VSG_53073	Cluster 22236
Assembled_VSG_53072	Cluster 22236
Assembled_VSG_53080	Cluster 22236
Assembled_VSG_53079	Cluster 22236
Assembled_VSG_53091	Cluster 22236
Assembled_VSG_53092	Cluster 22236
Assembled_VSG_53304	Cluster 22237
Assembled_VSG_68472	Cluster 22237
Assembled_VSG_53150	Cluster 22238
Assembled_VSG_53149	Cluster 22238
Assembled_VSG_53148	Cluster 22238
Assembled_VSG_69643	Cluster 22238
Assembled_VSG_53058	Cluster 22239
Assembled_VSG_53067	Cluster 22239
Assembled_VSG_54536	Cluster 22240
Assembled_VSG_53151	Cluster 22240
Assembled_VSG_53152	Cluster 22241
Assembled_VSG_62369	Cluster 22241
Assembled_VSG_53154	Cluster 22242
Assembled_VSG_53153	Cluster 22242
Assembled_VSG_53077	Cluster 22243
Assembled_VSG_75244	Cluster 22243
Assembled_VSG_69436	Cluster 22244
Assembled_VSG_69437	Cluster 22244
Assembled_VSG_53277	Cluster 22244
Assembled_VSG_53075	Cluster 22245
Assembled_VSG_53081	Cluster 22245
Assembled_VSG_53085	Cluster 22245
Assembled_VSG_53087	Cluster 22245
Assembled_VSG_52916	Cluster 22245
Assembled_VSG_53332	Cluster 22246
Assembled_VSG_73017	Cluster 22246
Assembled_VSG_53158	Cluster 22247
Assembled_VSG_53161	Cluster 22247
Assembled_VSG_53083	Cluster 22248
Assembled_VSG_53160	Cluster 22249
Assembled_VSG_53159	Cluster 22250
Assembled_VSG_53163	Cluster 22250
Assembled_VSG_54601	Cluster 22251
Assembled_VSG_54737	Cluster 22251
Assembled_VSG_74195	Cluster 22251
Assembled_VSG_53162	Cluster 22251
Assembled_VSG_53086	Cluster 22252
Assembled_VSG_52890	Cluster 22253
Assembled_VSG_53128	Cluster 22254
Assembled_VSG_56785	Cluster 22254
Assembled_VSG_52891	Cluster 22255
Assembled_VSG_52893	Cluster 22256
Assembled_VSG_59040	Cluster 22257
Assembled_VSG_53132	Cluster 22257
Assembled_VSG_71348	Cluster 22257
Assembled_VSG_68924	Cluster 22257
Assembled_VSG_52894	Cluster 22258
Assembled_VSG_53098	Cluster 22259
Assembled_VSG_53099	Cluster 22259
Assembled_VSG_52896	Cluster 22260
Assembled_VSG_53101	Cluster 22261
Assembled_VSG_52902	Cluster 22262
Assembled_VSG_52903	Cluster 22262
Assembled_VSG_69733	Cluster 22263
Assembled_VSG_53196	Cluster 22263
Assembled_VSG_53197	Cluster 22263
Assembled_VSG_53103	Cluster 22263
Assembled_VSG_69735	Cluster 22263
Assembled_VSG_69804	Cluster 22263
Assembled_VSG_69805	Cluster 22263
Assembled_VSG_69810	Cluster 22263
Assembled_VSG_52917	Cluster 22264
Assembled_VSG_52929	Cluster 22264
Assembled_VSG_53042	Cluster 22264
Assembled_VSG_52919	Cluster 22265
Assembled_VSG_52921	Cluster 22266
Assembled_VSG_52924	Cluster 22267
Assembled_VSG_53105	Cluster 22268
Assembled_VSG_53106	Cluster 22268
Assembled_VSG_53348	Cluster 22269
Assembled_VSG_53209	Cluster 22269
Assembled_VSG_52933	Cluster 22270
Assembled_VSG_52935	Cluster 22271
Assembled_VSG_52936	Cluster 22271
Assembled_VSG_52937	Cluster 22271
Assembled_VSG_55334	Cluster 22271
Assembled_VSG_52938	Cluster 22271
Assembled_VSG_53109	Cluster 22272
Assembled_VSG_52944	Cluster 22273
Assembled_VSG_52959	Cluster 22274
Assembled_VSG_53137	Cluster 22275
Assembled_VSG_52984	Cluster 22276
Assembled_VSG_52986	Cluster 22277
Assembled_VSG_52999	Cluster 22278
Assembled_VSG_53019	Cluster 22279
Assembled_VSG_53020	Cluster 22279
Assembled_VSG_53021	Cluster 22279
Assembled_VSG_53024	Cluster 22280
Assembled_VSG_53025	Cluster 22280
Assembled_VSG_53027	Cluster 22281
Assembled_VSG_53039	Cluster 22282
Assembled_VSG_57407	Cluster 22282
Assembled_VSG_53144	Cluster 22283
Assembled_VSG_53123	Cluster 22284
Assembled_VSG_53068	Cluster 22285
Assembled_VSG_53069	Cluster 22286
Assembled_VSG_53097	Cluster 22287
Assembled_VSG_53102	Cluster 22288
Assembled_VSG_52905	Cluster 22289
Assembled_VSG_52908	Cluster 22290
Assembled_VSG_52947	Cluster 22290
Assembled_VSG_52950	Cluster 22290
Assembled_VSG_52979	Cluster 22290
Assembled_VSG_52991	Cluster 22290
Assembled_VSG_53015	Cluster 22290
Assembled_VSG_53018	Cluster 22290
Assembled_VSG_60239	Cluster 22291
Assembled_VSG_60286	Cluster 22291
Assembled_VSG_52975	Cluster 22291
Assembled_VSG_53121	Cluster 22292
Assembled_VSG_69044	Cluster 22293
Assembled_VSG_53043	Cluster 22293
Assembled_VSG_53071	Cluster 22294
Assembled_VSG_52910	Cluster 22295
Assembled_VSG_52915	Cluster 22295
Assembled_VSG_52914	Cluster 22296
Assembled_VSG_53203	Cluster 22296
Assembled_VSG_53135	Cluster 22297
Assembled_VSG_53205	Cluster 22298
Assembled_VSG_52911	Cluster 22298
Assembled_VSG_52922	Cluster 22299
Assembled_VSG_52901	Cluster 22300
Assembled_VSG_52918	Cluster 22301
Assembled_VSG_52939	Cluster 22302
Assembled_VSG_53041	Cluster 22303
Assembled_VSG_53166	Cluster 22304
Assembled_VSG_53170	Cluster 22304
Assembled_VSG_53200	Cluster 22304
Assembled_VSG_53173	Cluster 22305
Assembled_VSG_53174	Cluster 22306
Assembled_VSG_53175	Cluster 22307
Assembled_VSG_53248	Cluster 22307
Assembled_VSG_53271	Cluster 22307
Assembled_VSG_53272	Cluster 22307
Assembled_VSG_53168	Cluster 22308
Assembled_VSG_53167	Cluster 22309
Assembled_VSG_60787	Cluster 22309
Assembled_VSG_64949	Cluster 22309
Assembled_VSG_53240	Cluster 22309
Assembled_VSG_53241	Cluster 22309
Assembled_VSG_53251	Cluster 22309
Assembled_VSG_53256	Cluster 22309
Assembled_VSG_65327	Cluster 22309
Assembled_VSG_65328	Cluster 22309
Assembled_VSG_53263	Cluster 22309
Assembled_VSG_53343	Cluster 22310
Assembled_VSG_55902	Cluster 22310
Assembled_VSG_53177	Cluster 22311
Assembled_VSG_53176	Cluster 22311
Assembled_VSG_53235	Cluster 22311
Assembled_VSG_53245	Cluster 22311
Assembled_VSG_53258	Cluster 22311
Assembled_VSG_53259	Cluster 22311
Assembled_VSG_53262	Cluster 22311
Assembled_VSG_53169	Cluster 22312
